user_id,ga_session_id,country,device,type,item_id,date_event,id_event,name,variant,category,price_in_usd,id_user,ltv,date_user,year_month,date_only,day_of_week,hour
22211,16084,US,desktop,purchase,81,2020-11-02 03:12:12,81, Seattle Campus Mug,Single Option Only,Campus Collection,7,22211,130,2020-10-08 16:26:20,2020-11,2020-11-02,Monday,3
22211,16084,US,desktop,purchase,111,2020-11-02 03:12:12,111, Canteen Bottle Black,Single Option Only,Drinkware,24,22211,130,2020-10-08 16:26:20,2020-11,2020-11-02,Monday,3
22211,16084,US,desktop,purchase,81,2020-11-02 03:13:23,81, Seattle Campus Mug,Single Option Only,Campus Collection,7,22211,130,2020-10-08 16:26:20,2020-11,2020-11-02,Monday,3
22211,16084,US,desktop,purchase,111,2020-11-02 03:13:23,111, Canteen Bottle Black,Single Option Only,Drinkware,24,22211,130,2020-10-08 16:26:20,2020-11,2020-11-02,Monday,3
6786,17497,US,mobile,purchase,139,2020-11-02 05:17:22,139, Navy Speckled Tee, SM,Apparel,24,6786,24,2020-10-27 13:00:52,2020-11,2020-11-02,Monday,5
20451,10776,US,desktop,purchase,30,2020-11-02 08:38:22,30, Speckled Beanie Grey,Single Option Only,New,16,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,8
20451,10776,US,desktop,purchase,15,2020-11-02 08:38:22,15, Sherpa Zip Hoodie Navy, LG,Apparel,55,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,8
20451,10776,US,desktop,purchase,92,2020-11-02 08:38:22,92, Large Standard Journal Grey,Single Option Only,Office,16,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,8
20451,10776,US,desktop,purchase,76,2020-11-02 08:38:22,76, Crew Combed Cotton Sock,Single Option Only,Apparel,14,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,8
20451,10776,US,desktop,purchase,121,2020-11-02 08:38:22,121, Blue Stojo Cup,Single Option Only,Shop by Brand,25,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,8
20451,10776,US,desktop,purchase,167,2020-11-02 08:38:22,167, Black Cork Journal,Single Option Only,New,12,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,8
20451,10776,US,desktop,purchase,92,2020-11-02 08:47:21,92, Large Standard Journal Grey,Single Option Only,Office,16,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,8
20451,10776,US,desktop,purchase,19,2020-11-02 08:47:21,19, Speckled Beanie Navy,Single Option Only,New,16,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,8
20451,10776,US,desktop,purchase,222,2020-11-02 08:47:21,222, Zip Hoodie F/C, 2XL,Apparel,48,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,8
20451,10776,US,desktop,purchase,121,2020-11-02 08:47:21,121, Blue Stojo Cup,Single Option Only,Shop by Brand,25,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,8
20451,10776,US,desktop,purchase,76,2020-11-02 08:47:21,76, Crew Combed Cotton Sock,Single Option Only,Apparel,14,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,8
20451,10776,US,desktop,purchase,167,2020-11-02 08:47:21,167, Black Cork Journal,Single Option Only,New,12,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,8
20451,9420,US,desktop,purchase,48,2020-11-02 09:29:56,48, Clear Pen 4-Pack,Single Option Only,Office,3,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,9
20451,9420,US,desktop,purchase,558,2020-11-02 09:29:56,558, Women's Puff Jacket Black, SM,Apparel,92,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,9
20451,9420,US,desktop,purchase,121,2020-11-02 09:29:56,121, Blue Stojo Cup,Single Option Only,Shop by Brand,25,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,9
20451,9420,US,desktop,purchase,183,2020-11-02 09:29:56,183, Mural Socks,Single Option Only,New,12,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,9
20451,9420,US,desktop,purchase,40,2020-11-02 09:29:56,40, Heathered Pom Beanie,Single Option Only,New,12,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,9
20451,9420,US,desktop,purchase,167,2020-11-02 09:29:56,167, Black Cork Journal,Single Option Only,New,12,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,9
20451,9420,US,desktop,purchase,49,2020-11-02 09:29:56,49, Decal,Single Option Only,Stationery,1,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,9
20451,9420,US,desktop,purchase,411,2020-11-02 09:29:56,411, ApPeel Journal Red,Single Option Only,New,15,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,9
20451,9420,US,desktop,purchase,40,2020-11-02 09:46:54,40, Heathered Pom Beanie,Single Option Only,New,12,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,9
20451,9420,US,desktop,purchase,164,2020-11-02 09:46:54,164, Women's Puff Jacket Black, MD,Apparel,115,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,9
20451,9420,US,desktop,purchase,76,2020-11-02 09:46:54,76, Crew Combed Cotton Sock,Single Option Only,Apparel,14,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,9
20451,9420,US,desktop,purchase,167,2020-11-02 09:46:54,167, Black Cork Journal,Single Option Only,New,12,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,9
21127,17002,IN,desktop,purchase,174,2020-11-02 09:52:58,174, Buoy Bottle,Single Option Only,Drinkware,4,21127,20,2020-09-29 16:11:08,2020-11,2020-11-02,Monday,9
21127,17002,IN,desktop,purchase,48,2020-11-02 09:52:58,48, Clear Pen 4-Pack,Single Option Only,Office,3,21127,20,2020-09-29 16:11:08,2020-11,2020-11-02,Monday,9
20451,9420,US,desktop,purchase,558,2020-11-02 09:54:37,558, Women's Puff Jacket Black, SM,Apparel,92,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,9
20451,9420,US,desktop,purchase,76,2020-11-02 09:54:37,76, Crew Combed Cotton Sock,Single Option Only,Apparel,14,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,9
20451,9420,US,desktop,purchase,40,2020-11-02 09:54:37,40, Heathered Pom Beanie,Single Option Only,New,12,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,9
20451,9420,US,desktop,purchase,92,2020-11-02 09:54:37,92, Large Standard Journal Grey,Single Option Only,Office,16,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,9
20451,9420,US,desktop,purchase,167,2020-11-02 09:54:37,167, Black Cork Journal,Single Option Only,New,12,20451,795,2020-10-25 10:48:55,2020-11,2020-11-02,Monday,9
32043,15348,US,mobile,purchase,111,2020-11-02 10:44:41,111, Canteen Bottle Black,Single Option Only,Drinkware,24,32043,162,2020-10-21 00:23:43,2020-11,2020-11-02,Monday,10
32043,15348,US,mobile,purchase,55,2020-11-02 10:44:41,55, NYC Campus Mug,Single Option Only,Campus Collection,7,32043,162,2020-10-21 00:23:43,2020-11,2020-11-02,Monday,10
32043,15348,US,mobile,purchase,1,2020-11-02 10:44:41,1, KeepCup,Single Option Only,New,28,32043,162,2020-10-21 00:23:43,2020-11,2020-11-02,Monday,10
32043,15348,US,mobile,purchase,63,2020-11-02 10:44:41,63, Austin Campus Mug,Single Option Only,Campus Collection,7,32043,162,2020-10-21 00:23:43,2020-11,2020-11-02,Monday,10
32043,15348,US,mobile,purchase,413,2020-11-02 10:44:41,413, Zip Hoodie F/C, LG,Apparel,48,32043,162,2020-10-21 00:23:43,2020-11,2020-11-02,Monday,10
32043,15348,US,mobile,purchase,135,2020-11-02 10:44:41,135, NYC Campus Bottle,Single Option Only,Campus Collection,11,32043,162,2020-10-21 00:23:43,2020-11,2020-11-02,Monday,10
32043,15348,US,mobile,purchase,513,2020-11-02 10:44:41,513, Infant Hero Onesie Grey, 18/24 MONTHS,Apparel,18,32043,162,2020-10-21 00:23:43,2020-11,2020-11-02,Monday,10
16561,16999,IN,desktop,purchase,398,2020-11-02 11:26:49,398, Jotter Task Pad,Single Option Only,Shop by Brand,2,16561,32,2020-11-01 17:20:23,2020-11,2020-11-02,Monday,11
16561,16999,IN,desktop,purchase,8,2020-11-02 11:26:49,8, Unisex Joggers, LG,Shop by Brand,30,16561,32,2020-11-01 17:20:23,2020-11,2020-11-02,Monday,11
15257,16485,IT,desktop,purchase,280,2020-11-02 11:53:34,280, Sherpa Zip Hoodie Charcoal, LG,Apparel,55,15257,518,2020-09-07 04:01:57,2020-11,2020-11-02,Monday,11
15257,16485,IT,desktop,purchase,390,2020-11-02 11:53:34,390, Men's Puff Jacket Black, LG,Apparel,92,15257,518,2020-09-07 04:01:57,2020-11,2020-11-02,Monday,11
15257,16485,IT,desktop,purchase,560,2020-11-02 11:53:34,560, Land & Sea French Terry Sweatshirt, XL,Shop by Brand,44,15257,518,2020-09-07 04:01:57,2020-11,2020-11-02,Monday,11
31373,17004,US,mobile,purchase,43,2020-11-02 12:24:03,43, Recycled Writing Set,Single Option Only,Clearance,3,31373,58,2020-11-02 09:44:44,2020-11,2020-11-02,Monday,12
31373,17004,US,mobile,purchase,29,2020-11-02 12:24:03,29, Zip Hoodie F/C, MD,Apparel,48,31373,58,2020-11-02 09:44:44,2020-11,2020-11-02,Monday,12
8123,16086,US,desktop,purchase,111,2020-11-02 15:22:00,111, Canteen Bottle Black,Single Option Only,Drinkware,24,8123,86,2020-11-01 19:52:39,2020-11,2020-11-02,Monday,15
8123,16086,US,desktop,purchase,29,2020-11-02 15:22:00,29, Zip Hoodie F/C, MD,Apparel,48,8123,86,2020-11-01 19:52:39,2020-11,2020-11-02,Monday,15
8123,16086,US,desktop,purchase,400,2020-11-02 15:22:00,400, Ladies T-Shirt, MD,Apparel,10,8123,86,2020-11-01 19:52:39,2020-11,2020-11-02,Monday,15
8123,16086,US,desktop,purchase,190,2020-11-02 15:22:00,190, Unisex T-Shirt, MD,Apparel,10,8123,86,2020-11-01 19:52:39,2020-11,2020-11-02,Monday,15
19232,16998,US,mobile,purchase,410,2020-11-02 16:00:09,410, Icon Tee Grey, MD,Apparel,18,19232,35,2020-10-15 04:04:56,2020-11,2020-11-02,Monday,16
19232,16998,US,mobile,purchase,491,2020-11-02 16:00:09,491, Icon Tee Grey, XL,Apparel,22,19232,35,2020-10-15 04:04:56,2020-11,2020-11-02,Monday,16
11348,17000,US,desktop,purchase,425,2020-11-02 19:41:27,425, Heather Green Speckled Tee, XL,Apparel,21,11348,34,2020-11-02 19:29:36,2020-11,2020-11-02,Monday,19
11348,17000,US,desktop,purchase,247,2020-11-02 19:41:27,247, Unisex Eco Tee Black, XL,Uncategorized Items,18,11348,34,2020-11-02 19:29:36,2020-11,2020-11-02,Monday,19
28353,17496,GB,mobile,purchase,205,2020-11-02 20:46:02,205, Mens Microfleece Jacket Black, 2XL,Uncategorized Items,42,28353,92,2020-10-08 05:00:48,2020-11,2020-11-02,Monday,20
9747,17494,US,desktop,purchase,758,2020-11-02 20:52:37,758, Land & Sea French Terry Sweatshirt, 2XL,Shop by Brand,55,9747,55,2020-11-02 20:39:38,2020-11,2020-11-02,Monday,20
21142,16088,CA,desktop,purchase,495,2020-11-02 22:24:36,495, Play Mug,Single Option Only,Lifestyle,13,21142,85,2020-11-02 22:19:01,2020-11,2020-11-02,Monday,22
21142,16088,CA,desktop,purchase,165,2020-11-02 22:24:36,165, Thermal Tumbler Navy,Single Option Only,Drinkware,18,21142,85,2020-11-02 22:19:01,2020-11,2020-11-02,Monday,22
21142,16088,CA,desktop,purchase,148,2020-11-02 22:24:36,148, Campus Bike Corkbase Mug Blue,Single Option Only,Lifestyle,14,21142,85,2020-11-02 22:19:01,2020-11,2020-11-02,Monday,22
21142,16088,CA,desktop,purchase,185,2020-11-02 22:24:36,185, Perk Thermal Tumbler,Single Option Only,Lifestyle,16,21142,85,2020-11-02 22:19:01,2020-11,2020-11-02,Monday,22
15530,16087,JP,desktop,purchase,295,2020-11-02 23:28:56,295, Chicago Campus Mug,Single Option Only,Campus Collection,7,15530,20,2020-10-09 10:53:16,2020-11,2020-11-02,Monday,23
15530,16087,JP,desktop,purchase,230,2020-11-02 23:28:56,230, Clear Framed Yellow Shades,Single Option Only,Accessories,3,15530,20,2020-10-09 10:53:16,2020-11,2020-11-02,Monday,23
15530,16087,JP,desktop,purchase,244,2020-11-02 23:28:56,244, Phone Stand Bamboo,Single Option Only,Small Goods,4,15530,20,2020-10-09 10:53:16,2020-11,2020-11-02,Monday,23
15530,16087,JP,desktop,purchase,55,2020-11-02 23:28:56,55, NYC Campus Mug,Single Option Only,Campus Collection,7,15530,20,2020-10-09 10:53:16,2020-11,2020-11-02,Monday,23
1694,16931,US,mobile,purchase,549,2020-11-03 00:12:35,549, Austin Campus Zip Hoodie, MD,Campus Collection,32,1694,88,2020-08-18 05:17:26,2020-11,2020-11-03,Tuesday,0
1694,16931,US,mobile,purchase,24,2020-11-03 00:12:35,24, Austin Campus Bottle,Single Option Only,Campus Collection,11,1694,88,2020-08-18 05:17:26,2020-11,2020-11-03,Tuesday,0
12039,16927,US,desktop,purchase,259,2020-11-03 02:18:54,259, Mountain View Campus Unisex Tee, SM,Campus Collection,14,12039,17,2020-10-07 07:32:51,2020-11,2020-11-03,Tuesday,2
12039,16927,US,desktop,purchase,528,2020-11-03 02:18:54,528, Confetti Slim Task Pad,Single Option Only,Office,3,12039,17,2020-10-07 07:32:51,2020-11,2020-11-03,Tuesday,2
31368,17434,DE,mobile,purchase,12,2020-11-03 05:05:52,12, Sherpa Zip Hoodie Navy, MD,Apparel,55,31368,55,2020-09-27 15:08:17,2020-11,2020-11-03,Tuesday,5
7495,17438,IN,mobile,purchase,48,2020-11-03 06:01:07,48, Clear Pen 4-Pack,Single Option Only,Office,3,7495,29,2019-12-30 00:40:02,2020-11,2020-11-03,Tuesday,6
23767,15132,US,desktop,purchase,315,2020-11-03 06:48:23,315, Utility Bag Grey,Single Option Only,Bags,6,23767,69,2020-09-07 09:04:23,2020-11,2020-11-03,Tuesday,6
23767,15132,US,desktop,purchase,379,2020-11-03 06:48:23,379, Red YoYo,Single Option Only,New,3,23767,69,2020-09-07 09:04:23,2020-11,2020-11-03,Tuesday,6
23767,15132,US,desktop,purchase,2,2020-11-03 06:48:23,2, Land & Sea Nalgene Water Bottle,Single Option Only,Drinkware,20,23767,69,2020-09-07 09:04:23,2020-11,2020-11-03,Tuesday,6
23767,15132,US,desktop,purchase,240,2020-11-03 06:48:23,240, Yellow YoYo,Single Option Only,New,3,23767,69,2020-09-07 09:04:23,2020-11,2020-11-03,Tuesday,6
23767,15132,US,desktop,purchase,561,2020-11-03 06:48:23,561, Tee F/C Black, 3XL,Uncategorized Items,18,23767,69,2020-09-07 09:04:23,2020-11,2020-11-03,Tuesday,6
23767,15132,US,desktop,purchase,256,2020-11-03 06:48:23,256, Light Pen Red,Single Option Only,Writing Instruments,2,23767,69,2020-09-07 09:04:23,2020-11,2020-11-03,Tuesday,6
23767,15132,US,desktop,purchase,244,2020-11-03 06:48:23,244, Phone Stand Bamboo,Single Option Only,Small Goods,4,23767,69,2020-09-07 09:04:23,2020-11,2020-11-03,Tuesday,6
23767,15132,US,desktop,purchase,148,2020-11-03 06:48:23,148, Campus Bike Corkbase Mug Blue,Single Option Only,Lifestyle,14,23767,69,2020-09-07 09:04:23,2020-11,2020-11-03,Tuesday,6
9745,15482,US,mobile,purchase,559,2020-11-03 07:56:06,559, Land & Sea French Terry Sweatshirt, XS,Shop by Brand,44,9745,183,2020-11-03 07:44:47,2020-11,2020-11-03,Tuesday,7
9745,15482,US,mobile,purchase,47,2020-11-03 07:56:06,47, Metallic Notebook Set,Single Option Only,Office,5,9745,183,2020-11-03 07:44:47,2020-11,2020-11-03,Tuesday,7
9745,15482,US,mobile,purchase,560,2020-11-03 07:56:06,560, Land & Sea French Terry Sweatshirt, XL,Shop by Brand,44,9745,183,2020-11-03 07:44:47,2020-11,2020-11-03,Tuesday,7
9745,15482,US,mobile,purchase,491,2020-11-03 07:56:06,491, Icon Tee Grey, XL,Apparel,22,9745,183,2020-11-03 07:44:47,2020-11,2020-11-03,Tuesday,7
9745,15482,US,mobile,purchase,247,2020-11-03 07:56:06,247, Unisex Eco Tee Black, XL,Uncategorized Items,18,9745,183,2020-11-03 07:44:47,2020-11,2020-11-03,Tuesday,7
9745,15482,US,mobile,purchase,280,2020-11-03 07:56:06,280, Sherpa Zip Hoodie Charcoal, LG,Apparel,55,9745,183,2020-11-03 07:44:47,2020-11,2020-11-03,Tuesday,7
15266,15483,HK,mobile,purchase,191,2020-11-03 14:05:28,191, Bot,Single Option Only,Accessories,8,15266,90,2020-10-01 07:58:37,2020-11,2020-11-03,Tuesday,14
15266,15483,HK,mobile,purchase,163,2020-11-03 14:05:28,163, 24oz Ring Bottle Blue,Single Option Only,Google,7,15266,90,2020-10-01 07:58:37,2020-11,2020-11-03,Tuesday,14
15266,15483,HK,mobile,purchase,62,2020-11-03 14:05:28,62, Mini Kick Ball,Single Option Only,Fun,2,15266,90,2020-10-01 07:58:37,2020-11,2020-11-03,Tuesday,14
15266,15483,HK,mobile,purchase,77,2020-11-03 14:05:28,77, Twill Sandwich Cap Black,Single Option Only,Apparel,10,15266,90,2020-10-01 07:58:37,2020-11,2020-11-03,Tuesday,14
15266,15483,HK,mobile,purchase,86,2020-11-03 14:05:28,86, Magnet,Single Option Only,Accessories,6,15266,90,2020-10-01 07:58:37,2020-11,2020-11-03,Tuesday,14
15266,15483,HK,mobile,purchase,49,2020-11-03 14:05:28,49, Decal,Single Option Only,Stationery,1,15266,90,2020-10-01 07:58:37,2020-11,2020-11-03,Tuesday,14
13342,15819,US,desktop,purchase,25,2020-11-03 14:59:13,25, Crew Socks,Single Option Only,Apparel,13,13342,279,2020-11-03 13:24:25,2020-11,2020-11-03,Tuesday,14
13342,15819,US,desktop,purchase,111,2020-11-03 14:59:13,111, Canteen Bottle Black,Single Option Only,Drinkware,24,13342,279,2020-11-03 13:24:25,2020-11,2020-11-03,Tuesday,14
13342,15819,US,desktop,purchase,40,2020-11-03 14:59:13,40, Heathered Pom Beanie,Single Option Only,New,12,13342,279,2020-11-03 13:24:25,2020-11,2020-11-03,Tuesday,14
13342,15819,US,desktop,purchase,29,2020-11-03 14:59:13,29, Zip Hoodie F/C, MD,Apparel,48,13342,279,2020-11-03 13:24:25,2020-11,2020-11-03,Tuesday,14
13342,15819,US,desktop,purchase,45,2020-11-03 14:59:13,45, SF Campus Bottle,Single Option Only,Campus Collection,11,13342,279,2020-11-03 13:24:25,2020-11,2020-11-03,Tuesday,14
15500,17433,US,desktop,purchase,361,2020-11-03 15:02:18,361, Zip Hoodie F/C, SM,Apparel,60,15500,48,2020-10-20 13:07:28,2020-11,2020-11-03,Tuesday,15
16576,17437,US,mobile,purchase,29,2020-11-03 16:03:04,29, Zip Hoodie F/C, MD,Apparel,48,16576,48,2020-09-03 10:22:40,2020-11,2020-11-03,Tuesday,16
13335,15987,US,desktop,purchase,555,2020-11-03 16:10:20,555, Men's Softshell Moss, 2XL,Apparel,79,13335,116,2020-11-03 13:32:57,2020-11,2020-11-03,Tuesday,16
13335,15987,US,desktop,purchase,556,2020-11-03 16:10:20,556, Icon Tee Charcoal, 2XL,Apparel,18,13335,116,2020-11-03 13:32:57,2020-11,2020-11-03,Tuesday,16
13335,15987,US,desktop,purchase,557,2020-11-03 16:10:20,557, Ladies T-Shirt, 2XL,Apparel,10,13335,116,2020-11-03 13:32:57,2020-11,2020-11-03,Tuesday,16
13335,15987,US,desktop,purchase,190,2020-11-03 16:10:20,190, Unisex T-Shirt, MD,Apparel,10,13335,116,2020-11-03 13:32:57,2020-11,2020-11-03,Tuesday,16
29991,16933,US,desktop,purchase,165,2020-11-03 19:39:58,165, Thermal Tumbler Navy,Single Option Only,Drinkware,18,29991,32,2020-11-03 19:21:34,2020-11,2020-11-03,Tuesday,19
29991,16933,US,desktop,purchase,550,2020-11-03 19:39:58,550, Pocket Onesie White, 18/24 MONTHS,Apparel,18,29991,32,2020-11-03 19:21:34,2020-11,2020-11-03,Tuesday,19
27715,15468,SG,desktop,purchase,76,2020-11-04 00:35:54,76, Crew Combed Cotton Sock,Single Option Only,Apparel,14,27715,87,2020-11-03 23:57:01,2020-11,2020-11-04,Wednesday,0
27715,15468,SG,desktop,purchase,2,2020-11-04 00:35:54,2, Land & Sea Nalgene Water Bottle,Single Option Only,Drinkware,20,27715,87,2020-11-03 23:57:01,2020-11,2020-11-04,Wednesday,0
27715,15468,SG,desktop,purchase,62,2020-11-04 00:35:54,62, Mini Kick Ball,Single Option Only,Fun,2,27715,87,2020-11-03 23:57:01,2020-11,2020-11-04,Wednesday,0
27715,15468,SG,desktop,purchase,47,2020-11-04 00:35:54,47, Metallic Notebook Set,Single Option Only,Office,5,27715,87,2020-11-03 23:57:01,2020-11,2020-11-04,Wednesday,0
27715,15468,SG,desktop,purchase,126,2020-11-04 00:35:54,126, Keychain,Single Option Only,Small Goods,8,27715,87,2020-11-03 23:57:01,2020-11,2020-11-04,Wednesday,0
27715,15468,SG,desktop,purchase,95,2020-11-04 00:35:54,95, Glass Bottle,Single Option Only,Lifestyle,18,27715,87,2020-11-03 23:57:01,2020-11,2020-11-04,Wednesday,0
30101,17417,IN,desktop,purchase,247,2020-11-04 04:45:07,247, Unisex Eco Tee Black, XL,Uncategorized Items,18,30101,69,2020-09-19 05:27:10,2020-11,2020-11-04,Wednesday,4
20451,15812,US,desktop,purchase,92,2020-11-04 07:33:59,92, Large Standard Journal Grey,Single Option Only,Office,16,20451,795,2020-10-25 10:48:55,2020-11,2020-11-04,Wednesday,7
20451,15812,US,desktop,purchase,167,2020-11-04 07:33:59,167, Black Cork Journal,Single Option Only,New,12,20451,795,2020-10-25 10:48:55,2020-11,2020-11-04,Wednesday,7
20451,15812,US,desktop,purchase,30,2020-11-04 07:33:59,30, Speckled Beanie Grey,Single Option Only,New,16,20451,795,2020-10-25 10:48:55,2020-11,2020-11-04,Wednesday,7
20451,15812,US,desktop,purchase,121,2020-11-04 07:33:59,121, Blue Stojo Cup,Single Option Only,Shop by Brand,25,20451,795,2020-10-25 10:48:55,2020-11,2020-11-04,Wednesday,7
20451,15812,US,desktop,purchase,413,2020-11-04 07:33:59,413, Zip Hoodie F/C, LG,Apparel,48,20451,795,2020-10-25 10:48:55,2020-11,2020-11-04,Wednesday,7
11946,16390,CA,mobile,purchase,304,2020-11-04 10:36:15,304, Sunglasses, GREEN,Uncategorized Items,3,11946,318,2020-10-10 17:11:56,2020-11,2020-11-04,Wednesday,10
11946,16390,CA,mobile,purchase,306,2020-11-04 10:36:15,306, Sunglasses, BLUE,Uncategorized Items,3,11946,318,2020-10-10 17:11:56,2020-11,2020-11-04,Wednesday,10
11946,16390,CA,mobile,purchase,292,2020-11-04 10:36:15,292, Sunglasses, RED,Uncategorized Items,4,11946,318,2020-10-10 17:11:56,2020-11,2020-11-04,Wednesday,10
7268,15960,US,desktop,purchase,95,2020-11-04 12:10:06,95, Glass Bottle,Single Option Only,Lifestyle,18,7268,90,2020-10-25 10:09:17,2020-11,2020-11-04,Wednesday,12
7268,15960,US,desktop,purchase,185,2020-11-04 12:10:06,185, Perk Thermal Tumbler,Single Option Only,Lifestyle,16,7268,90,2020-10-25 10:09:17,2020-11,2020-11-04,Wednesday,12
7268,15960,US,desktop,purchase,69,2020-11-04 12:10:06,69, Laptop and Cell Phone Stickers,Single Option Only,Google,3,7268,90,2020-10-25 10:09:17,2020-11,2020-11-04,Wednesday,12
7268,15960,US,desktop,purchase,167,2020-11-04 12:10:06,167, Black Cork Journal,Single Option Only,New,12,7268,90,2020-10-25 10:09:17,2020-11,2020-11-04,Wednesday,12
18012,15127,US,mobile,purchase,48,2020-11-04 23:28:18,48, Clear Pen 4-Pack,Single Option Only,Office,3,18012,60,2020-11-04 22:28:57,2020-11,2020-11-04,Wednesday,23
18012,15127,US,mobile,purchase,186,2020-11-04 23:28:18,186, Frisbee,Single Option Only,Shop by Brand,1,18012,60,2020-11-04 22:28:57,2020-11,2020-11-04,Wednesday,23
18012,15127,US,mobile,purchase,304,2020-11-04 23:28:18,304, Sunglasses, GREEN,Uncategorized Items,3,18012,60,2020-11-04 22:28:57,2020-11,2020-11-04,Wednesday,23
18012,15127,US,mobile,purchase,306,2020-11-04 23:28:18,306, Sunglasses, BLUE,Uncategorized Items,3,18012,60,2020-11-04 22:28:57,2020-11,2020-11-04,Wednesday,23
18012,15127,US,mobile,purchase,76,2020-11-04 23:28:18,76, Crew Combed Cotton Sock,Single Option Only,Apparel,14,18012,60,2020-11-04 22:28:57,2020-11,2020-11-04,Wednesday,23
18012,15127,US,mobile,purchase,420,2020-11-04 23:28:18,420, Youth Hero Tee Grey, SM,Apparel,19,18012,60,2020-11-04 22:28:57,2020-11,2020-11-04,Wednesday,23
18012,15127,US,mobile,purchase,292,2020-11-04 23:28:18,292, Sunglasses, RED,Uncategorized Items,4,18012,60,2020-11-04 22:28:57,2020-11,2020-11-04,Wednesday,23
18012,15127,US,mobile,purchase,165,2020-11-04 23:28:18,165, Thermal Tumbler Navy,Single Option Only,Drinkware,18,18012,60,2020-11-04 22:28:57,2020-11,2020-11-04,Wednesday,23
1064,17624,US,tablet,purchase,29,2020-11-05 07:03:26,29, Zip Hoodie F/C, MD,Apparel,48,1064,120,2020-11-05 06:59:53,2020-11,2020-11-05,Thursday,7
