id,ltv,date
228,0,2020-11-16 17:42:55
230,0,2020-11-26 04:12:21
231,0,2020-11-11 05:31:51
234,0,2020-11-26 10:27:15
235,0,2020-11-16 15:44:56
240,0,2020-11-16 14:26:59
241,0,2020-11-25 21:59:23
243,0,2020-11-26 18:15:34
245,384,2020-10-15 20:42:01
246,0,2020-11-26 08:06:54
247,0,2020-07-04 07:32:28
249,0,2020-11-05 14:33:24
251,0,2020-11-02 09:26:26
252,0,2020-10-16 01:06:59
253,0,2020-11-26 22:41:52
254,45,2020-11-26 08:25:15
255,0,2020-11-26 15:18:29
257,0,2020-11-15 13:09:20
258,0,2020-09-18 09:49:36
261,0,2020-10-02 21:17:02
262,0,2020-10-17 12:26:45
265,30,2020-11-16 04:05:36
266,0,2020-11-26 01:07:56
267,0,2020-10-26 11:52:14
276,0,2020-11-11 05:49:11
281,0,2020-11-26 05:20:52
286,0,2020-11-10 10:12:05
290,0,2020-11-24 21:43:50
295,0,2020-06-22 06:22:49
300,0,2021-01-08 03:11:03
301,0,2020-12-20 05:57:59
303,0,2020-08-16 12:51:22
307,0,2021-01-08 06:02:51
312,0,2021-01-08 06:55:48
315,0,2020-05-15 07:37:28
319,0,2021-01-08 16:04:31
320,0,2021-01-08 16:53:00
322,0,2021-01-08 17:28:23
324,0,2020-12-25 12:02:11
325,0,2021-01-04 07:41:51
326,0,2021-01-06 13:55:48
327,0,2021-01-08 13:54:52
330,0,2021-01-08 07:50:16
333,0,2020-08-09 22:10:54
334,0,2021-01-07 11:12:32
346,44,2020-12-04 05:43:05
353,0,2021-01-07 14:40:41
357,0,2020-12-19 05:21:15
359,0,2021-01-08 02:20:00
361,0,2020-10-03 05:28:00
363,0,2021-01-07 14:33:38
368,0,2021-01-08 23:43:22
369,101,2021-01-08 13:25:02
373,54,2021-01-21 15:19:13
374,0,2021-01-17 09:59:16
376,0,2021-01-14 04:03:18
377,0,2021-01-26 10:08:27
378,0,2021-01-26 03:18:05
379,0,2020-12-15 15:14:42
387,0,2021-01-26 02:33:24
389,0,2021-01-26 02:19:05
392,218,1970-01-01 00:00:00
394,0,2021-01-26 07:46:22
398,40,2021-01-23 18:02:37
399,0,2021-01-21 14:04:10
400,0,2021-01-26 13:51:57
405,0,2020-12-11 00:44:14
406,0,2021-01-26 04:39:13
409,0,2021-01-25 18:24:00
410,0,2021-01-26 00:30:17
414,0,2021-01-13 19:25:23
415,0,2021-01-20 02:19:44
422,0,2020-12-09 07:21:03
423,16,2021-01-23 01:53:18
431,0,2020-12-16 02:36:00
432,0,2021-01-07 23:47:36
435,63,2020-12-08 22:39:26
440,0,2020-12-09 13:51:37
445,0,2020-12-09 08:50:32
446,0,2020-12-08 13:52:53
449,0,2020-11-24 18:47:37
451,0,2020-12-09 04:35:58
454,0,2020-12-09 10:54:55
462,0,2020-12-09 22:08:06
465,0,2020-12-09 12:48:37
466,175,2020-09-25 07:42:06
472,0,2020-12-07 10:15:32
474,0,2020-12-09 11:54:48
475,69,2020-11-13 12:03:45
476,0,2020-12-09 14:33:00
477,0,2020-10-24 14:20:31
479,42,2020-12-09 09:57:23
480,0,2020-12-09 15:19:08
482,0,2020-07-05 13:12:19
489,22,2020-11-19 05:13:23
491,0,2020-11-13 06:31:17
492,48,2020-07-31 21:31:30
493,0,2020-12-09 23:39:07
496,0,2020-12-09 16:55:05
497,0,2020-11-11 07:33:11
499,0,2020-12-09 02:09:35
501,0,2020-12-09 18:20:33
510,0,2020-11-25 03:34:29
518,0,2020-12-09 08:49:28
520,446,2020-12-09 07:57:07
526,177,2020-11-03 11:11:57
529,0,2020-12-08 11:11:59
535,54,2020-11-25 20:12:59
536,117,2020-12-08 13:19:19
538,0,2020-11-11 19:33:51
542,0,2020-12-09 18:13:14
546,0,2020-12-09 00:19:35
547,0,2020-12-09 13:30:41
553,0,2020-11-18 07:59:12
556,266,2020-10-07 12:18:52
560,0,2020-11-17 07:55:48
561,0,2020-12-09 13:17:46
564,86,2020-12-08 13:57:21
565,0,2020-12-08 22:22:48
567,0,2020-11-24 02:53:58
568,0,2020-11-21 01:50:30
569,150,2020-11-21 05:49:12
575,45,2020-11-24 19:07:17
578,0,2020-11-18 01:52:11
584,0,2020-11-24 13:00:55
591,0,2020-11-24 07:31:39
593,0,2020-11-24 21:41:01
597,0,2020-11-24 17:14:18
602,0,2020-10-01 05:16:23
613,238,2020-11-24 02:53:07
615,239,2020-11-24 01:29:33
619,0,2020-11-15 16:16:53
625,0,2020-10-14 11:25:50
629,0,2020-11-03 09:54:24
631,278,2020-11-12 21:53:10
635,0,2020-11-23 23:44:47
642,0,1970-01-01 00:00:00
643,49,2020-11-23 23:15:18
644,0,2020-10-10 04:30:15
655,0,2020-12-03 07:07:33
658,0,2020-12-03 15:35:47
667,0,1970-01-01 00:00:00
673,0,2020-12-02 06:10:15
677,0,2020-12-03 08:52:02
678,0,2020-06-10 08:56:36
681,0,2020-12-03 03:49:42
683,0,2020-12-02 03:01:07
687,0,2020-12-03 19:28:05
693,0,2020-11-12 17:35:59
694,0,2020-12-03 01:54:15
698,219,2020-11-27 01:33:58
702,10,2020-12-03 00:10:17
703,0,2020-12-02 05:23:36
706,0,2020-12-03 12:26:35
707,0,2020-12-03 09:50:46
709,0,2020-11-28 18:52:51
711,0,2020-12-03 15:47:12
712,0,2020-10-04 06:22:20
715,0,2020-08-04 03:00:50
716,0,2020-12-01 01:26:23
719,0,2020-12-03 06:39:51
723,0,2020-12-03 05:54:55
727,375,2020-10-08 05:21:39
728,0,2020-12-03 19:22:12
730,0,2020-12-03 05:19:34
731,0,2020-11-06 14:22:57
732,0,2020-12-03 22:22:09
734,0,2020-12-03 06:04:02
736,0,2020-12-02 12:52:08
739,0,2020-12-03 04:08:04
741,257,2020-11-09 06:08:34
743,0,2020-12-03 07:28:33
745,0,2020-12-03 01:05:25
746,0,2020-12-03 15:22:16
747,0,2020-12-03 19:21:27
751,0,2020-12-03 21:23:00
752,0,2020-12-03 01:54:16
762,30,2020-10-30 03:57:46
764,0,2021-01-05 13:21:39
765,0,1970-01-01 00:00:00
777,0,2021-01-05 02:28:36
778,0,2020-11-19 16:59:44
779,0,2021-01-05 08:35:06
782,0,1970-01-01 00:00:00
783,0,2020-10-16 04:44:07
784,0,2021-01-05 21:50:06
786,49,2021-01-05 21:58:14
791,0,2020-12-22 12:01:42
797,0,2021-01-05 18:41:08
802,0,2021-01-05 23:18:56
804,0,1970-01-01 00:00:00
809,0,2020-08-05 02:08:55
810,0,2021-01-05 08:28:50
816,0,2021-01-05 16:58:29
817,0,2021-01-05 13:10:52
821,0,2020-11-13 14:42:04
828,0,2020-11-13 01:23:56
829,0,2020-11-13 07:45:34
834,0,2020-11-13 08:42:53
835,102,2020-11-13 15:42:31
837,0,2020-10-23 01:07:47
838,35,2019-11-04 22:25:29
841,0,2020-11-13 03:48:08
847,0,2020-11-13 08:54:37
849,8,2020-11-13 13:13:49
850,0,2020-11-13 06:45:24
855,0,2020-11-13 07:49:34
859,0,2020-11-13 17:14:52
864,200,2020-10-07 07:33:44
869,0,2020-10-08 17:35:05
872,0,2020-11-02 19:49:25
875,0,2020-11-13 15:51:06
876,0,2020-11-13 18:21:49
878,0,2020-11-13 15:58:53
881,41,2020-11-06 15:03:52
887,0,2020-11-03 09:18:26
889,0,2020-12-05 05:03:56
890,0,2020-12-05 13:29:07
892,0,2020-09-26 09:57:47
903,79,2020-12-05 16:43:05
904,48,2020-12-05 10:52:49
905,0,2020-11-29 04:30:39
906,0,2020-12-05 07:02:36
907,14,2020-12-04 13:38:15
910,0,2020-12-05 04:10:05
911,0,2020-12-05 01:53:58
912,0,2020-12-05 10:08:44
918,0,2020-11-27 05:19:25
919,0,2020-12-05 14:16:17
925,0,2020-12-04 23:45:31
926,0,2020-12-05 07:33:33
931,0,2020-12-04 03:55:45
938,163,2020-12-05 19:45:26
940,0,2020-12-05 02:38:13
942,0,2020-12-05 13:04:13
945,0,2020-12-05 10:23:22
946,0,2020-12-05 06:21:28
947,0,2020-12-05 07:46:07
950,0,2020-11-22 07:23:16
951,0,2020-11-22 21:39:59
952,0,2020-11-22 15:52:19
957,0,2020-11-22 07:10:37
959,0,2020-11-20 03:58:05
962,0,2020-11-22 01:34:46
968,0,2020-11-16 12:22:41
970,0,2020-11-22 02:36:51
971,0,2020-11-03 03:36:58
974,0,2020-11-22 02:27:15
981,0,2020-11-11 13:35:12
982,0,2020-11-20 21:01:49
989,0,2020-12-29 14:14:14
991,0,2021-01-20 13:49:29
993,0,2019-11-29 10:57:13
994,65,2020-12-18 03:33:18
996,0,1970-01-01 00:00:00
997,0,2021-01-28 20:25:13
1005,0,2021-01-28 23:48:48
1006,0,2021-01-28 03:52:43
1007,0,2021-01-14 11:37:31
1008,0,2021-01-28 20:21:27
1009,0,2021-01-28 01:01:06
1010,0,2021-01-28 07:16:24
1012,0,2021-01-19 22:11:54
1014,0,2021-01-28 08:08:57
1015,0,2021-01-28 20:03:35
1016,0,2021-01-28 01:19:16
1018,0,2021-01-28 13:07:45
1024,0,2021-01-23 04:27:03
1025,0,2021-01-28 20:03:59
1028,0,2021-01-28 10:35:04
1030,0,2021-01-28 20:26:48
1031,0,2020-12-31 03:16:36
1032,43,2020-12-24 07:58:21
1039,0,2020-09-28 00:21:43
1041,0,2021-01-22 18:41:26
1062,0,2020-11-10 08:10:21
1063,101,1970-01-01 00:00:00
1064,120,2020-11-05 06:59:53
1070,0,2020-07-15 21:18:56
1076,0,2020-11-02 07:09:04
1078,19,2020-11-11 18:13:39
1080,0,2020-11-11 18:51:36
1082,0,2020-10-14 23:31:49
1088,0,2020-11-11 06:51:58
1089,0,2020-10-13 18:04:43
1093,0,2020-11-11 14:32:22
1094,0,2020-11-11 08:13:03
1095,0,2020-08-09 23:42:37
1096,0,2020-11-11 18:08:20
1097,0,2020-11-11 08:23:48
1102,0,2020-11-10 00:48:55
1103,0,2020-11-11 01:26:45
1109,0,2020-11-11 03:57:50
1115,0,2020-11-11 13:33:13
1119,0,2020-11-06 11:49:18
1122,0,2020-11-04 11:56:32
1123,0,2020-11-11 17:12:26
1129,0,2021-01-04 23:09:24
1141,0,2021-01-04 18:38:35
1144,0,2020-12-17 01:15:24
1153,0,2020-11-15 05:08:36
1154,670,2020-04-25 04:08:39
1155,0,2021-01-04 15:36:52
1157,0,2020-12-31 12:47:19
1160,0,2020-12-04 17:42:56
1165,54,2020-10-15 06:49:58
1166,0,2020-12-22 01:36:32
1168,0,2020-12-22 12:35:50
1171,0,1970-01-01 00:00:00
1175,0,2020-12-10 18:00:34
1178,0,2020-12-22 00:31:07
1180,67,2020-12-11 07:41:37
1182,0,2020-12-19 01:08:26
1183,0,2020-06-30 09:00:20
1186,0,2020-12-22 00:25:04
1187,0,1970-01-01 00:00:00
1188,0,2020-12-15 10:34:50
1189,0,2020-12-22 04:15:31
1193,0,2020-12-22 14:45:58
1197,0,2020-12-22 17:33:14
1199,12,2020-12-22 07:46:19
1202,0,2020-12-22 22:18:38
1207,0,2020-12-22 16:53:16
1209,0,2020-12-19 02:24:04
1211,0,2020-11-15 02:45:39
1214,0,1970-01-01 00:00:00
1218,0,2020-11-25 00:59:32
1219,0,2020-11-25 02:13:19
1220,0,1970-01-01 00:00:00
1225,0,2020-11-25 22:18:48
1226,206,2020-11-23 18:51:34
1227,0,2020-11-25 22:38:56
1228,0,2020-11-23 10:29:33
1229,0,2020-11-25 02:33:33
1232,100,2020-01-30 10:31:33
1235,0,2020-07-02 02:14:58
1243,0,2020-11-25 05:21:43
1247,0,2020-11-25 19:16:41
1249,0,1970-01-01 00:00:00
1255,0,1970-01-01 00:00:00
1259,0,2020-11-25 17:56:21
1260,0,2020-11-25 05:52:47
1261,0,2020-08-20 21:48:46
1275,0,2020-12-11 18:39:23
1276,32,2020-12-11 13:48:02
1282,96,2020-11-17 15:37:25
1283,0,2020-12-10 11:29:45
1285,0,2020-12-11 03:20:18
1290,0,2020-12-08 18:53:18
1298,1121,2020-12-02 11:29:33
1302,0,2020-12-11 22:59:49
1303,0,2020-12-11 09:19:11
1307,0,2020-12-10 11:01:19
1309,55,2020-12-11 22:58:56
1323,180,2020-12-11 17:48:58
1325,0,2020-12-11 10:09:14
1328,0,2020-10-06 17:06:42
1329,0,2020-12-11 13:02:10
1332,0,2020-12-10 17:19:57
1333,110,2020-12-02 17:18:58
1336,0,2020-12-11 01:54:42
1338,0,2020-12-11 22:19:08
1346,0,2020-12-11 17:08:25
1348,0,2020-12-12 11:07:53
1350,0,2020-12-12 01:14:14
1351,0,2020-11-17 02:49:42
1356,0,2020-12-12 11:00:05
1357,0,2020-12-12 16:00:31
1359,0,2020-11-16 17:49:26
1360,0,2020-12-12 16:10:54
1361,0,2020-12-12 07:23:10
1368,53,2020-12-12 01:56:56
1379,20,2020-12-08 12:39:33
1381,0,2020-12-12 15:10:42
1382,0,2020-12-12 07:23:16
1383,0,2020-12-12 00:55:45
1385,0,2020-12-12 01:54:52
1388,0,2020-12-12 04:38:47
1389,0,2020-12-08 05:54:53
1394,0,2020-12-12 14:47:54
1401,0,2020-11-19 04:02:03
1403,0,2020-11-19 20:29:00
1404,0,2020-10-04 00:54:24
1407,0,2020-11-19 03:15:28
1409,0,2020-11-19 15:05:50
1416,0,2020-11-18 11:49:34
1418,0,2020-11-19 04:32:13
1426,197,2020-11-17 16:55:13
1427,0,2020-11-19 18:45:20
1429,0,2020-11-19 22:46:10
1433,0,2020-11-19 08:25:04
1446,69,2020-11-19 05:57:09
1452,0,2020-11-18 20:09:01
1456,0,2020-11-18 08:12:33
1461,0,2020-11-19 13:40:42
1477,0,2020-12-16 19:57:02
1481,0,2020-10-26 07:38:55
1487,0,2020-12-29 09:34:12
1488,0,2020-12-26 09:39:49
1495,0,2020-12-30 16:44:47
1497,0,2020-12-30 01:31:17
1498,0,2020-12-30 23:34:58
1503,0,1970-01-01 00:00:00
1505,0,2020-12-30 05:28:09
1511,0,2020-11-21 07:26:27
1512,0,2020-11-21 14:29:19
1513,0,2020-11-12 03:09:32
1519,284,2020-11-20 02:27:37
1524,0,2020-11-21 12:09:02
1529,0,2020-11-21 18:59:44
1534,0,2020-11-21 10:53:19
1535,0,2020-11-21 10:50:02
1538,903,2020-11-21 02:47:31
1539,0,2020-11-21 13:19:29
1541,0,2020-11-21 03:14:49
1546,0,2020-11-21 02:10:35
1547,0,2020-11-06 16:45:28
1548,0,2020-11-21 23:38:37
1553,0,2020-12-15 22:50:35
1555,0,2020-12-15 22:58:12
1556,0,2020-12-15 11:56:41
1557,0,2020-12-14 16:04:40
1559,63,2020-12-15 08:43:17
1565,0,2020-12-13 08:05:45
1581,0,2020-12-14 22:48:55
1589,0,2020-12-15 12:20:00
1593,16,2020-12-15 00:08:09
1596,0,2020-12-15 12:05:14
1597,0,2020-12-15 03:38:45
1598,0,2020-12-15 21:26:34
1599,0,2020-12-15 08:54:12
1600,0,2020-12-15 10:55:45
1602,0,2020-12-15 12:15:16
1605,0,2020-12-15 15:15:43
1606,0,2020-12-15 10:00:12
1609,0,2020-12-15 07:43:03
1610,0,2020-11-18 05:03:31
1619,0,2020-12-15 23:59:56
1625,0,2020-12-14 23:45:20
1632,0,2021-01-16 21:05:24
1634,0,2021-01-15 11:05:58
1639,0,2021-01-07 19:27:11
1648,0,2021-01-16 02:01:28
1649,0,2021-01-16 11:03:10
1650,0,2021-01-16 02:18:20
1651,0,2021-01-16 06:50:57
1658,0,2021-01-15 23:14:17
1662,0,2021-01-16 08:38:59
1663,0,2021-01-07 03:29:56
1665,0,2021-01-16 16:48:13
1666,0,2021-01-15 17:37:11
1667,41,2020-12-18 09:05:13
1668,0,2020-12-27 10:35:35
1672,0,1970-01-01 00:00:00
1677,0,2020-12-26 20:17:52
1679,0,2020-11-10 05:15:56
1680,18,2020-12-25 20:55:34
1682,0,2020-12-26 12:11:24
1683,0,2020-12-26 03:24:56
1685,0,1970-01-01 00:00:00
1686,0,2020-12-26 18:16:07
1689,0,2020-12-26 01:00:49
1693,0,2020-09-08 09:42:08
1694,88,2020-08-18 05:17:26
1695,0,2020-12-25 19:15:34
1697,0,2020-12-16 22:10:30
1702,0,2020-12-06 16:25:12
1707,0,2020-12-06 23:43:44
1709,0,2020-12-06 08:21:00
1715,0,2020-12-06 01:22:23
1717,0,2020-12-06 11:14:49
1722,134,2020-12-06 14:33:53
1725,0,2020-12-06 16:45:19
1729,0,2020-12-06 04:43:38
1732,0,2020-12-06 02:27:47
1733,0,2020-11-08 00:20:58
1735,0,2020-11-08 19:21:51
1737,0,2020-11-08 18:54:05
1738,0,2020-11-08 21:16:03
1746,0,2020-11-08 12:31:17
1747,0,2020-11-08 19:09:31
1749,0,2020-11-05 21:52:15
1750,0,2020-11-08 14:54:48
1753,0,2020-11-08 22:50:20
1758,0,2020-11-08 18:46:05
1762,0,2021-01-27 13:19:21
1768,0,2021-01-31 22:55:09
1776,0,2021-01-29 22:49:45
1777,0,2021-01-31 11:24:48
1779,0,2021-01-30 14:37:19
1784,0,2021-01-11 12:30:17
1788,214,2021-01-10 04:09:15
1789,0,2021-01-11 09:06:44
1792,79,2021-01-11 20:23:37
1800,0,2021-01-11 22:22:24
1806,0,2021-01-11 17:13:12
1816,0,2021-01-11 20:06:16
1817,0,2021-01-06 00:25:32
1818,0,2021-01-11 04:29:06
1824,0,2021-01-11 03:58:41
1825,0,2021-01-11 07:02:33
1832,0,1970-01-01 00:00:00
1833,0,2021-01-10 19:16:56
1834,0,2021-01-10 05:18:05
1836,0,2021-01-09 21:37:32
1837,0,2021-01-10 02:39:41
1839,0,2021-01-10 14:32:10
1840,0,2021-01-10 22:28:34
1841,0,2021-01-10 12:02:28
1844,0,1970-01-01 00:00:00
1845,0,2021-01-10 23:12:27
1852,98,2020-11-09 08:11:30
1853,0,2020-09-17 19:07:03
1857,18,2020-10-13 14:30:23
1860,0,2020-11-09 23:15:27
1862,0,2020-11-09 07:43:32
1863,34,2020-08-02 16:47:48
1867,0,2020-11-09 04:39:06
1868,0,2020-11-06 05:02:10
1875,0,2020-11-09 05:58:41
1880,0,2020-10-06 13:30:20
1881,0,2020-11-09 10:48:07
1883,0,2020-11-09 14:47:25
1888,0,2020-11-09 22:34:46
1895,0,2020-11-09 09:18:29
1896,0,2020-11-09 07:13:54
1897,0,2020-11-05 22:42:47
1900,0,2020-12-19 22:04:22
1901,0,2020-12-20 15:29:24
1902,0,2020-12-19 23:47:24
1903,0,2020-12-20 08:28:05
1905,0,2020-12-20 14:14:39
1914,0,2020-12-20 18:56:53
1918,0,2020-12-20 19:46:03
1919,0,1970-01-01 00:00:00
1922,0,2021-01-25 19:50:32
1924,0,2021-01-25 13:55:01
1926,0,2021-01-25 16:38:41
1927,0,2021-01-25 22:31:02
1930,0,2021-01-20 09:14:09
1934,0,2021-01-25 20:58:08
1946,0,2021-01-24 19:27:58
1947,0,2021-01-25 04:57:33
1954,0,2021-01-25 15:47:22
1956,0,2021-01-25 11:59:36
1957,89,2021-01-19 15:17:53
1958,0,2020-05-04 02:23:32
1962,0,1970-01-01 00:00:00
1963,0,2021-01-20 20:16:53
1966,0,2021-01-21 05:21:49
1970,0,2021-01-20 06:04:09
1972,0,1970-01-01 00:00:00
1979,0,2021-01-20 17:05:13
1980,0,2021-01-21 23:06:14
1987,106,2020-12-10 10:59:34
1989,0,2021-01-21 11:19:44
1990,0,2020-11-06 00:28:00
1992,0,2021-01-20 21:45:31
1995,0,2021-01-21 06:18:32
1996,0,2021-01-13 20:16:36
2000,0,2021-01-20 01:13:25
2002,0,2021-01-21 13:17:59
2008,48,2020-11-14 02:09:56
2011,0,2020-11-14 03:43:58
2012,0,2020-11-14 17:29:09
2017,0,2020-11-14 21:30:00
2019,0,2020-11-12 00:35:21
2024,0,2020-11-14 01:48:11
2026,63,2020-11-14 02:44:51
2034,0,2020-12-19 13:57:47
2038,16,2020-12-19 19:52:09
2039,0,2020-12-19 12:28:36
2040,0,2020-10-19 16:46:02
2045,0,2020-12-19 21:40:11
2047,0,2020-12-18 22:31:14
2051,0,2020-05-28 22:48:16
2064,73,2020-12-04 01:04:00
2065,0,2020-12-04 09:03:35
2066,0,2020-12-04 03:39:55
2070,0,2020-12-04 14:24:27
2079,0,2020-12-04 23:43:07
2087,0,2020-12-04 01:52:37
2090,0,2020-12-01 12:21:18
2092,0,2020-12-04 09:28:55
2097,0,2020-12-04 22:31:11
2099,0,2020-11-17 11:08:27
2103,0,2020-12-25 21:07:47
2107,0,2020-11-01 13:34:39
2111,0,2020-10-09 09:30:34
2112,0,2020-10-31 21:31:49
2115,0,2020-10-23 15:16:42
2119,0,2020-10-31 23:42:06
2126,0,2020-01-12 11:26:12
2127,0,2020-11-01 20:05:58
2128,0,2020-11-01 19:31:47
2135,0,2020-11-01 18:57:40
2137,55,2020-10-15 09:44:51
2140,0,2020-10-31 19:42:32
2142,0,2020-11-01 22:55:17
2143,0,1970-01-01 00:00:00
2144,0,2020-11-01 00:25:58
2147,0,1970-01-01 00:00:00
2158,0,2020-12-21 13:33:58
2163,0,1970-01-01 00:00:00
2165,0,2020-08-17 12:40:57
2169,0,2020-12-21 10:17:37
2171,0,2020-12-21 15:26:40
2174,175,2020-11-23 23:41:52
2175,0,2020-12-21 12:35:51
2176,64,2020-12-18 04:15:02
2177,0,2020-12-21 08:03:50
2182,0,2021-01-13 04:34:02
2185,0,2021-01-20 09:13:11
2186,0,2021-01-22 07:23:54
2187,0,2021-01-20 01:49:23
2189,0,2021-01-22 09:43:27
2194,0,2021-01-22 21:29:58
2201,0,2020-12-24 03:44:50
2202,0,2021-01-22 09:08:55
2216,0,1970-01-01 00:00:00
2217,0,2021-01-15 08:19:42
2218,0,2021-01-22 01:16:48
2224,0,2020-11-15 09:36:29
2225,0,2020-11-15 19:36:12
2229,0,2020-11-15 03:44:33
2236,129,2020-11-15 18:49:30
2237,0,2020-11-15 04:41:44
2239,0,2020-11-15 00:55:47
2243,0,1970-01-01 00:00:00
2251,0,2021-01-27 06:27:05
2252,0,1970-01-01 00:00:00
2256,0,2021-01-27 21:49:14
2260,0,2021-01-27 05:16:48
2265,0,1970-01-01 00:00:00
2266,0,2021-01-24 20:45:59
2273,0,2021-01-23 09:12:26
2276,0,2021-01-23 22:46:44
2278,0,2021-01-23 06:40:10
2279,0,2021-01-23 03:21:47
2280,123,2021-01-23 03:18:44
2285,0,2021-01-23 20:27:27
2286,0,2021-01-23 04:20:30
2288,0,2021-01-13 21:11:12
2290,0,2021-01-23 12:05:15
2292,0,2020-11-23 21:16:21
2295,0,2020-11-23 12:27:44
2296,0,2020-11-23 11:19:34
2301,0,2020-11-23 00:58:51
2303,227,2020-11-23 18:03:05
2307,0,2020-11-23 10:59:57
2311,0,2020-11-23 02:32:42
2312,23,2020-11-23 17:02:14
2316,0,2020-11-23 12:38:28
2321,0,2020-11-23 11:08:55
2325,0,2020-11-23 14:13:30
2326,0,2020-11-23 23:03:22
2331,0,2020-12-31 06:31:52
2333,26,2020-12-31 13:59:25
2336,0,2020-12-31 13:57:18
2338,0,2020-12-31 03:47:16
2341,0,2020-12-14 08:40:41
2349,0,2020-12-14 14:37:14
2357,0,2020-11-27 09:06:40
2364,0,2020-11-27 12:15:15
2372,0,2020-11-27 02:39:17
2375,0,2020-11-27 05:31:09
2376,0,2020-08-29 06:15:01
2379,0,2020-11-27 10:50:29
2380,0,2020-11-27 16:09:53
2384,38,2020-11-27 10:49:56
2386,0,2020-11-27 13:51:30
2388,0,2020-11-27 12:26:29
2393,0,2020-11-27 12:21:31
2399,0,2020-11-20 13:36:51
2403,0,2020-11-27 23:10:46
2406,96,2020-10-01 08:02:17
2407,0,2020-11-16 14:02:38
2415,0,2020-11-05 03:02:34
2420,0,2020-11-16 16:40:24
2430,0,2020-11-16 17:49:35
2442,0,2020-03-07 00:48:04
2444,0,2020-11-16 10:21:59
2445,65,2020-09-29 06:16:46
2449,0,1970-01-01 00:00:00
2450,0,2020-11-03 08:36:17
2458,0,2020-11-03 11:04:50
2462,0,2020-10-17 04:19:21
2475,0,2020-10-13 01:28:23
2479,0,2020-10-08 13:38:32
2481,0,2020-11-03 02:17:29
2489,0,2020-10-12 04:56:14
2493,0,2020-10-27 10:13:00
2496,0,2020-11-03 04:45:10
2500,0,2020-11-03 22:30:28
2503,0,2020-11-03 20:30:29
2504,0,2020-11-03 06:47:36
2505,0,2020-11-03 12:07:21
2508,0,2020-12-02 01:20:22
2509,0,2020-12-01 18:43:02
2510,44,2020-12-01 13:18:19
2511,0,2020-12-02 00:27:53
2512,0,2020-11-20 00:26:56
2520,14,2020-12-02 15:47:13
2523,111,2020-09-18 15:32:42
2525,0,2020-12-02 04:36:27
2529,0,2020-12-02 01:32:50
2530,0,2020-12-01 17:45:02
2535,0,2020-12-02 11:44:56
2536,0,2020-12-01 08:56:59
2538,0,2020-12-02 13:41:01
2539,0,2020-12-02 20:17:22
2540,0,2020-12-01 19:14:26
2542,0,2020-12-02 18:13:20
2543,0,2020-12-02 13:08:34
2549,0,2020-12-02 14:59:36
2560,96,2020-12-02 04:52:45
2561,0,2020-12-01 23:08:51
2564,0,2020-12-02 18:39:32
2565,0,2020-11-28 05:46:08
2568,0,2020-12-17 16:08:08
2569,0,2020-12-17 11:20:48
